标志（#为普通文本，&为选项文本）,ID,场景,人名,头像框,立绘,演出,内容,跳转,音效,备注,影响数值,影响量,启动事件,需要数值,需求量,时间,音乐
,55,,姜小平,,姜韶平-学生-担忧,,……因为去年你在校庆的表演我很喜欢。,,,正立绘渐入,,,,,,,
,56,,,,姜韶平-学生-尴尬,空,我只是想问，你需要帮忙吗？,,,,,,,,,,
,57,,,,,,我可以写写剧本……,,,,,,,,,,
,58,,,,,,我可以写写剧本……之类的，或者干别的也行。,,,,,,,,,,
,59,,旁白,,,,这倒是出乎你的意料。,,,,,,,,,,
,60,,,,,,难免受周围人的影响，你对这位同学的印象也无限贴近于对修女的印象，还以为她不会对这种事情感兴趣呢。,,,,,,,,,,
,61,,Sharon,,,,你会写剧本？,,,,,,,,,,
,62,,姜小平,,姜韶平-学生-默认,,我喜欢写。,,,,,,,,,,
,63,,,,,,我喜欢写。虽然还没写过完整的。,,,,,,,,,,
,64,,,,,,这是我这段时间在写的，你要看看吗？,,,,,,,,,,
,65,,旁白,,,,说着，她递给你一叠写得满满当当的作业纸，指腹能触到每个字的力道。,,,,,,,,,,
,66,,,,,,居然是认真的。,,,,,,,,,,
,67,,,,,,你对剧本倒是一直没什么想法。毕竟是学生舞台，直接选用已有的经典版本进行演绎最省事。,,,,,,,,,,
,68,,,,,,但有个编剧总是会轻松很多。,,,,,,,,,,
,69,,Sharon,,,,可以啊，我也是刚得知这事，现在只有我一个人。,,,,,,,,,,
,70,,姜小平,,姜韶平-学生-兴奋,,真的吗！太好了。,,,,,,,,,,
,71,,,,姜韶平-学生-尴尬,,呃，不过如果你有别的朋友也想写……,,,,,,,,,,
,72,,Sharon,,,,没事，就你了。,,,,,,,,,,
,73,,旁白,,,,毕竟这种幕后工种一直都不太受欢迎。,,,,,,,,,,
,74,,,,姜韶平-学生-兴奋,,但她的眼底亮了起来。,,,,,,,,,,
,75,,Sharon,,,,既然今年都是组员了，怎么称呼你比较好？,,,,,,,,,,
,76,,姜小平,,姜韶平-学生-苦笑,,我……不太习惯用英文名，直接叫我本名吧。,,,,,,,,,,
,77,,Sharon,,,,行……姜，小平？,,,,,,,,,,
,78,,姜小平,,姜韶平-学生-眯眼笑,,噗……,,,,,,,,,,
,79,,姜韶平,,姜韶平-学生-默认,,抱歉，其实我叫韶平（siu4 ping4）。音召韶，嗯……,,,,,,,,,,
,80,,,,姜韶平-学生-思考,,抱歉，其实我叫韶平（siu4 ping4）。音召韶，嗯……小平（siu2 ping4）也可以吧，听上去差不多。,,,,,,,,,,
,81,,Sharon,,,,你这样弄得我有点丢人……,,,,,,,,,,
,82,,姜韶平,,姜韶平-学生-说话,,Sha……我可以直接叫你名字吗？,,,,,,,,,,
,83,,,,,,夏伦？或者……,,,,,,,,,,
,84,,,,姜韶平-学生-默认,,夏伦？或者……小夏？这样我们就扯平了。,,,,,,,,,,
,85,,旁白,,空,,不知为何，你觉得这个称呼比英文名顺耳多了。,,,,,,,,,,
,86,,夏伦,夏伦-学生-默认,,,嗯。,,,,,,,,,,
,87,,空,空,,黑屏,,,,CG渐入+自动转场,,,,,,,
,88,场景-红砖墙,旁白,,,空,小平比你印象中要健谈，你们边聊着走到前庭。,,走路,,,,,,,,
,89,,,,,,门卫关上了一边的门，已经到闭校的时间了。,,,,,,,,,,
,90,,,,,,这么晚了，她要怎么回家呢？,,,,,,,,,,
,91,,夏伦,夏伦-学生-平淡,,,你怎么回去？要不坐我家的车送你一程？,,,,,,,,,,
,92,,姜韶平,空,姜韶平-学生-平淡,,喔……我还要过一会再走，你先回去吧。,,,正立绘渐入,,,,,,,
,93,,夏伦,夏伦-学生-疑问,,,校门要关了哦。,,,,,,,,,,
,94,,姜韶平,空,姜韶平-学生-默认,,没事的，拜拜，小夏。,,,,,,,,,,
,95,,,,姜韶平-学生-眯眼笑,,很高兴能和你说上话…,,,,,,,,,,
,96,,,,,,很高兴能和你说上话…明天见！,,,,,,,,,,
,97,,旁白,,空,,她说着便又往教学楼里走。,,,,,,,,,,
,98,,,,,,你也不想过多追问，走出了校门。,,,,,,,,,,
,99,,,,,,等的时间太长，司机把车停到斜坡上方的停车场里了，这会儿你站在校门口等着她去取车。,,,,,,,,,,
,100,,,,,,锻铁闸吱呀着在你身后完全关闭。,,卷帘门,,,,,,,,
,101,,,,,,天快黑了，正点的钟声从上方传来。,,教堂钟声,,,,,,,,
,102,,,,,,天快黑了，正点的钟声从上方传来。地面上扫过一片影子，鸟群开始回巢。,,鸟飞,,,,,,,,
,103,,,,,,上车前，你回头望了望。,,,,,,,,,,
,104,,,,,,透过闸门的格栅，你看到小平背着书包，朝教学楼旁那座由红砖砌成的塔楼走去。,,,,,,,,,,
,105,空,,,,黑屏,,,,CG渐入+自动转场,,,,,,,
,106,,,,,,「第二幕」,,空,内容渐入+自动播放1秒+内容渐出+音效淡出,,,,,,,
,107,场景-图书馆,,,,空,,,,音乐渐入,,,,,,,莫扎特 摇篮曲
,108,,旁白,,,,午间的图书馆洋溢着一股昏昏欲睡的暖意。,,,,,,,,,,
,109,,,,,,大部分学生这个时间都去吃饭了，参考书太多，你们干脆坐在书架间。,,快速翻书,,,,,,,,
,110,,,,,,大部分学生这个时间都去吃饭了，参考书太多，你们干脆坐在书架间。小平找书的时候轻车熟路到你怀疑她前三年都在这里勤工俭学。,,,,,,,,,,
,111,,,,,,阳光照在书封烫金的花体字上，有些刺眼。,,,,,,,,,,
,112,,,,,,阳光照在书封烫金的花体字上，有些刺眼。你稍偏过脸，身旁的人把书页朝你斜了一点。,,,,,,,,,,
,113,,姜韶平,,姜韶平-学生-思考,,……所以你觉得用这部如何？,,翻一页,正立绘渐入,,,,,,,
,114,,夏伦,夏伦-学生-闭眼,,,不错，大团圆结局，很适合校庆。,,,,,,,,,,
,115,,姜韶平,空,,,就是之前已经有好多年级演过了。,,,,,,,,,,
,116,,旁白,,,,她又抓起手边的另一本。,,,,,,,,,,
,117,,姜韶平,,,,或者这部？,,翻一页,,,,,,,,
,118,,夏伦,夏伦-学生-闭眼,,,可以，宗教题材，Sister们会很爱。,,,,,,,,,,
,119,,姜韶平,空,,,但这部题材会不会有点太严肃了？,,,,,,,,,,
,120,,,,,,要不，这部？,,翻一页,,,,,,,,
,121,,旁白,,,,你强忍住打哈欠的冲动。,,,,,,,,,,
,122,,夏伦,夏伦-学生-闭眼,,,挺好的，你定吧。,,,,,,,,,,
,123,,姜韶平,空,,,感觉这部也挺好。,,,,,,,,,,
,124,,,,,,我再看看这部……,,,,,,,,,,
,125,,旁白,,,,还是没忍住。,,,,,,,,,,
,126,,姜韶平,,姜韶平-学生-认命,,感觉，光靠我自己是决定不了了，,,合上书,,,,,,,,
,127,,,,姜韶平-学生-担忧,,感觉，光靠我自己是决定不了了，小夏有什么建议吗？,,,,,,,,,,
,128,,夏伦,夏伦-学生-闭眼,,,……,,,,,,,,,,
,129,,,夏伦-学生-平淡,,,其实，你刚才提的这两部我都没看过。,,,,,,,,,,
,130,,姜韶平,空,姜韶平-学生-装可怜-闭眼,,呜……,,,,,,,,,,
,131,,,,,,想不到就连挑选要改编的剧作也这么难。,,,,,,,,,,
,132,,,,姜韶平-学生-装可怜,,你之前是怎么过这道坎的？,,,,,,,,,,
,133,,夏伦,夏伦-学生-平淡,,,文学课上学过的戏剧里挨个演就行，知名度越高，反响就越好。,,,,,,,,,,
,134,,姜韶平,空,姜韶平-学生-装可怜-闭眼,,好像确实是这样，可是……,,,,,,,,,,
,135,,旁白,,,,眼见着她又要起身去取新的书，你赶忙打断了她。,,,,,,,,,,
,136,,夏伦,夏伦-学生-闭眼,,,行了行了，别纠结了。,,,,,,,,,,
,137,,,空,空,CG-图书馆-2,直接用这部吧。经典永不过时。,,拿起书,CG渐入+镜头渐变特写80+镜头偏移焦点缓动0,,,,,,,
,138,,旁白,,,,你拿起手边的一本书，封皮用烫金印着一个耳熟能详的标题。,,,,,,,,,,
,139,,,,,,这是在漫长的校庆表演历史中，被前辈们演烂的一部戏。,,,,,,,,,,
,140,,姜韶平,,,,这部吗……会不会太经典了点？,,,,,,,,,,
,141,,夏伦,,,,正因为所有人都看过，稍有改编就能让人注意到差别，从而勾起观众兴趣。,,,,,,,,,,
,142,,姜韶平,,,CG-图书馆-3,还有这种角度……不愧是小夏，我完全没想到过这点。,,,CG渐入,,,,,,,
,143,,旁白,,,,她接过书认真翻阅起来。,,,,,,,,,,
,144,,夏伦,夏伦-学生-默认,空,空,既然决定了，就先去吃饭吧，再晚点食堂连三文治都没有了。,,,镜头渐变特写0,,,,,,,
,145,,旁白,空,,,你家的佣人倒是早就准备好午餐在校门口等待了。,,,镜头偏移50+镜头渐变特写0,,,,,,,
,146,,姜韶平,,姜韶平-学生-默认,,喔，对，你提醒我了。,,,正立绘渐入,,,,,,,
,147,,旁白,,,,她从书包里拿出两个用牛皮纸包好的东西。,,,,,,,,,,
,148,,姜韶平,,空,CG-三文治-递给,我都准备好了，给。,,,CG渐入,,,,,,,
,149,,旁白,,,,你疑惑地接过，打开，里面是一个褐色的三文治。,,牛皮纸,,,,,,,,
,150,,姜韶平,,,,是我自己做的……,,,,,,,,,,
,151,,,,,,是我自己做的……其实我平时都在这里吃午餐。,,,,,,,,,,
,152,,旁白,,,,你看出她有些拘谨，想必邀请同学共进午餐对她来说是件不常有的事。,,,,,,,,,,
,153,,,,,,正好也懒得去校门口了。,,,,,,,,,,
,154,,夏伦,,,CG-三文治-夏伦接过,谢谢，你想得好周到，那我不客气了~,,,CG渐入,,,,,,,
,155,,旁白,,,,你咬上一口三文治，面包很韧，富有颗粒感，两侧涂有杏子果酱，内里是简单的鸡蛋和蔬菜。,,,,,,,,,,
,156,,,,,,除了素来有烘焙传统又爱吃苦的修女们，你想不到现在还有哪户人家会用麦糠做面包。,,,,,,,,,,
,157,,夏伦,,,,哇噢，我还没吃过这种味道的三文治。,,,,,,,,,,
,158,,姜韶平,,,,嗯嗯，这个杏子果酱是自己熬的。,,,,,,,,,,
,159,,旁白,,,空,她低下头，也咬了一小口。,,,,,,,,,,
,160,,夏伦,夏伦-学生-默认,,,不过，在图书馆吃午餐，不怕被管理员骂吗？,,,,,,,,,,
,161,,姜韶平,空,姜韶平-学生-默认,,没关系的。,,,正立绘渐入,,,,,,,
,162,,,,,,没关系的。每天这个时间没几个学生，管理员自己也都去吃饭了，你看。,,,,,,,,,,
,163,,夏伦,夏伦-学生-坏笑,,,哇，真没想到你还是个坏学生。,,,,,,,,,,
,164,,姜韶平,空,姜韶平-学生-眯眼笑,空,嘿嘿……,,,,,,,,,,
,165,,旁白,,,,她只是腼腆地笑笑，没有否认，继续小口咬着手中的三文治，眼睛没有离开书页。,,,,,,,,,,
,166,,,,空,,你对别人的身世并不感兴趣，只知道有人在背地里喊她“小修女”。,,,正渐出,,,,,,,
,167,,,,,,你对别人的身世并不感兴趣，只知道有人在背地里喊她“小修女”。现在看来，应该是个酷爱戏剧文学，会偷偷在图书馆吃午餐的坏修女。,,,,,,,,,,
,168,,,,,,和她在无人的图书馆吃三文治，倒比在教室里被一群同学围着暗中比较谁的午餐更漂亮要好玩多了。,,,,,,,,,,
,169,,夏伦,夏伦-学生-默认,,,味道挺不错的。,,,,,,,,,,
,170,,姜韶平,空,姜韶平-学生-默认,空,小夏吃饭好快呀，已经吃完了。,,,正立绘渐入,,,,,,,
,171,,夏伦,夏伦-学生-默认,,,……,,,,,,,,,,
,172,,姜韶平,空,姜韶平-学生-默认,,……,,,,,,,,,,
,173,,,,姜韶平-学生-疑问,,嗯？怎么了。,,,,,,,,,,
,174,,夏伦,夏伦-学生-疑问,,,……你不会就带了两个吧？,,,,,,,,,,
,175,,姜韶平,空,,,是啊，我平时也就吃一个。今天想着要和你一起来图书馆就多拿了个。,,,,,,,,,,
,176,,,,姜韶平-学生-惊讶,,！难道，,,,,,,,,,,
,177,,,,,,！难道，你没吃饱吗？,,,,,,,,,,
,178,,夏伦,夏伦-学生-眯眼笑,,,没，我只是问问，你慢慢吃。,,,,,,,,,,
,179,,,,,,多谢款待~,,,,,,,,,,
,180,,旁白,空,空,,……之后还是去校门口拿午餐吧。,,,,,,,,,,
,181,,,,空,空,五分钟的午餐结束，趁着午间还有点时间，你们继续讨论。,,,CG渐入,,,,,,,
,182,,姜韶平,,姜韶平-学生-疑问,空,说起来，我们是不是该再招募几个组员？,,,正立绘渐入+CG渐出,,,,,,,
,183,,夏伦,夏伦-学生-默认,,,大部分组员已经定好，其他演员就要看你剧本需要了。,,,,,,,,,,
,184,,姜韶平,空,姜韶平-学生-惊讶,,这么快？,,,,,,,,,,
,185,,夏伦,夏伦-学生-默认,,,是她们主动要来的，我只用筛选。,,,,,,,,,,
,186,,姜韶平,空,姜韶平-学生-默认,,不愧是小夏……从中一起就是同学们的中心。,,,,,,,,,,
,187,,,,,,大家都说你很平易近人，要不是今年刚好分到一个班，我都不知道要怎么和你搭上话。,,,,,,,,,,
,188,,夏伦,夏伦-学生-憋笑,姜韶平-学生-惊讶,,噗……,,,,,,,,,,
,189,,,夏伦-学生-闭眼笑,,,抱歉。,,,,,,,,,,
,190,,,夏伦-学生-开朗,,,抱歉。你不觉得，把同龄人评价为“平易近人”有点好笑吗？,,,,,,,,,,
,191,,,夏伦-学生-闭眼笑,,,只是谁来找我，就随便聊两句罢了，不然也太没礼貌了。,,,,,,,,,,
,192,,姜韶平,空,姜韶平-学生-默认,,就是因为这样我才觉得你很厉害。,,,,,,,,,,
,193,,,,,,我就没法像你那样自然地与同学交流，跟同学相处有时总感觉有些累。,,,,,,,,,,
,194,,,,姜韶平-学生-苦笑,,当然，大家人也都很好，只是……,,,,,,,,,,
,195,,,,,,……所有的关系最终也只能浮于表面吧。,,,,,,,,,,
,196,,旁白,,空,,她的声音有些低落。,,,,,,,,,,
,197,,,,,,你知道的，任何人，只要顶着你的家族姓氏，都会迎来同样的恭维。,,,,,,,,,,
,198,,,,,,浮于表面的关系？你对这种现象倒也不反感，毕竟你生长的环境就是这么运转的，理所应当。,,,,,,,,,,
,199,,,,,,但这并不适用于每个人。,,,,,,,,,,
,200,,夏伦,夏伦-学生-平淡,,,…你知道她们背后怎么说你的吗？,,,,,,,,,,
,201,,姜韶平,空,姜韶平-学生-默认,,嗯，我知道。,,,正立绘渐入,,,,,,,
,202,,,,,,其实大部分说的都是事实，而且她们也不会当着我的面说，还好。,,,,,,,,,,
,203,,,,,,我确实是在修道院长大的……就在学校旁的塔楼里。,,,,,,,,,,
,204,,,,,,我想，我应该是孤儿吧。,,,,,,,,,,
,205,,夏伦,夏伦-学生-疑问,,,…应该？,,,,,,,,,,
,206,,姜韶平,空,姜韶平-学生-苦笑,,我不确定……只是从记事起我就在修道院了。,,,,,,,,,,
,207,,,,,,我不确定……只是从记事起我就在修道院了。她们只说我是“天主”的女儿。修女是我的姊妹，院长……,,,,,,,,,,
,208,,,,,,我不确定……只是从记事起我就在修道院了。她们只说我是“天主”的女儿。修女是我的姊妹，院长……是我的母亲。,,,,,,,,,,
,209,,夏伦,夏伦-学生-默认,,,这么看你的家族比学校里的任何一个人都要庞大，她们应该小心点。,,,,,,,,,,
,210,,姜韶平,空,姜韶平-学生-强颜欢笑,,哈哈哈。,,,,,,,,,,
,211,,,,空,CG-夏姜聊天,嗯，谢谢你，小夏。,,,CG渐入,,,,,,,
,212,,,,,,如果不是你，我不会有这个机会。,,,,,,,,,,
,213,,,,,,抱歉，话题被我弄得太沉重了，我们还是回到剧本上吧。,,,,,,,,,,
,214,,旁白,,,,这也是你想说的。,,,,,,,,,,
,215,,,,,空,只是一次校庆表演而已。,,,,,,,,,,
,216,,,,,,你自幼备受瞩目，即使是这种小表演，你也得把它做到最好。,,,,,,,,,,
,217,,,,,,你自幼备受瞩目，即使是这种小表演，你也得把它做到最好。可对于她来说，又有什么特别的意义呢？,,,,,,,,,,
,218,,,,,,你忽然对面前的这个人有些好奇。,,,,,,,,,,
,219,,姜韶平,,姜韶平-学生-思考,,我想想……既然每个班只有20分钟的表演时间，主要角色就削减到两个吧，你想演哪个？,,,正立绘渐入,,,,,,,
,220,,旁白,,,,你扫了眼人物表，这部凄美的爱情悲剧角色很多，要削减角色，就只能留男女主角。,,,,,,,,,,
,221,,夏伦,夏伦-学生-平淡,,,以我的身高，我一直都是当男役的。,,,,,,,,,,
,222,,姜韶平,空,姜韶平-学生-疑问,,嗯……？,,,,,,,,,,
,223,,,,,,你可以就演你自己的性别呀，如果你想的话。,,,,,,,,,,
,224,,夏伦,夏伦-学生-开朗,,,哈哈，那谁来演男主角？,,,,,,,,,,
,225,,姜韶平,空,,,我的意思是，可以都是女主角呀，我们不是女校吗。,,,,,,,,,,
,226,,,,,,而且双女主又是爱情题材的话，另一个女主角应该有很合适的人选吧？,,,,,,,,,,
,227,,旁白,,空,,等下。,,,音乐淡出,,,,,,,
,228,,,,,,她在说什么？,,,,,,,,,,
,229,,夏伦,夏伦-学生-疑问,,,…你说哪个人选？,,,正立绘渐入,,,,,,,
,230,,姜韶平,空,姜韶平-学生-思考,,欸？就是之前经常和你一起来图书馆的那个女生……,,,,,,,,,,
,231,,夏伦,空,空,CG-夏被吓,…………,,,CG渐入+镜头缓慢放大,,,,,,,
,232,,,,,,……你，看到了？,,,,,,,,,,
,233,,旁白,,,,天杀的，她当然看到了。,,,,,,,,,,
,234,,,,,,毕竟她是个连午休时间都会来图书馆吃午餐的人，这个图书馆的游灵！,,,,,,,,,,
,235,,,,,,你久违地紧张起来。,,,,,,,,,,
,236,,姜韶平,,,,嗯。,,,,,,,,,,
,237,,旁白,,姜韶平-学生-惊讶,空,她点点头。看样子还没有告诉任何人。,,,正立绘渐入+CG渐出+镜头移动结束,,,,,,,
,238,,,,,,在这所由修道院设立的学校里，哪怕学生的家族背景再显赫，绝对不能越界的事情还是有的。,,,,,,,,,,
,239,,,,,,况且如果你母亲和家族的人知道了……她们一定会疯的，你可不想惹上麻烦。,,,,,,,,,,
,240,,,,,,你只想轻轻松松毕业，按部就班地按照家族和世俗安排给你的路走下去。,,,,,,,,,,
,241,,,,,,你相信自己能做好任何事情，你的生活不需要苦难来磨练，你自愿过无聊但畅通无阻的人生。,,,,,,,,,,
,242,,,,,,人生的戏路早已定好，你只需要在其中扮演一个完美的角色就行了。,,,,,,,,,,
,243,,,,,,……真是不巧，明明早就分手了。,,,,,,,,,,
,244,,夏伦,夏伦-学生-冷漠,,,……我们已经没有再来往了。,,,,,,,,,,
,245,,姜韶平,空,姜韶平-学生-尴尬,,……抱歉，那我不该提起这件事。,,,,,,,,,,
,246,,夏伦,夏伦-学生-闭眼,,,没事。,,,,,,,,,,
,247,,,夏伦-学生-讥讽,,,我倒是好奇……对于这件事，在你们那里是禁忌吧？,,,,,,,,,,
,248,,姜韶平,空,姜韶平-学生-平淡,,嗯，经文上是这么写的。,,,,,,,,,,
,249,,,,,,但经文是经文，人是人吧。,,,,,,,,,,
,250,,,,姜韶平-学生-思考,,我自己是觉得……人可以过任何自己想过的生活。,,,,,,,,,,
,251,,旁白,,,,她笃定般喃喃，又像是忽然意识到什么，赶忙摇摇头。,,,,,,,,,,
,252,,姜韶平,,姜韶平-学生-坚定,,如果你是担心我会告诉别人……我不会的，我没和任何人说过，以后也不会。,,,,,,,,,,
,253,,旁白,,空,,一阵突如其来的兴奋刺挠着你的牙龈，痒得直咬。,,,正渐出,,,,,,,
,254,,,,,,如果不是演技支撑着面部，你现在的表情一定会很狰狞。,,,,,,,,,,
,255,,,,,,她的出身，她成长的环境，她接受的教育允许这样的思想存在吗？,,,,,,,,,,
,256,,,,,,这个要下地狱的“小修女”。,,,,,,,,,,
,257,,夏伦,夏伦-学生-闭眼,,,…………,,,,,,,,,,
,258,,,夏伦-学生-大笑,,,……哈哈哈哈哈！！,,,,,,,,,,
,259,,姜韶平,,姜韶平-学生-恼羞成怒,,别笑话我呀……,,,正立绘渐入,,,,,,,
,260,,夏伦,夏伦-学生-大笑,,,哈哈、哈哈哈哈！,,,,,,,,,,
,261,,,夏伦-学生-开朗,,,好，就这么决定了！,,,,,,,,,,
,262,,,,,,你来当我的搭档，演另一个女主角。,,,,,,,,,,
,263,,姜韶平,空,姜韶平-学生-惊讶,,啊……,,,,,,,,,,
,264,,,,姜韶平-学生-惊吓,,——啊？？,,,,,,,,,,
,265,,,,,,不行不行，我不会演戏的，我从来没演过！,,,,,,,,,,
,266,,夏伦,夏伦-学生-开朗,,,凡事都有第一次，这次不就是了。,,,,,,,,,,
,267,,姜韶平,空,姜韶平-学生-惊吓,,我、我……真不行……,,,,,,,,,,
,268,,夏伦,夏伦-学生-装可怜,,,你不演，我也找不到其他演员了。,,,,,,,,,,
,269,,,,,,毕竟那位“适合”的对象已经来不了了。,,,,,,,,,,
,270,,,夏伦-学生-闭眼笑,,,那我就只能演独角戏了~,,,,,,,,,,
,271,,姜韶平,空,姜韶平-学生-认命,,怎么这样……你太坏了……,,,,,,,,,,
,272,,夏伦,夏伦-学生-坏笑,,,这是给你偷窥别人隐私的惩罚。,,,,,,,,,,
,273,,姜韶平,空,姜韶平-学生-装可怜-闭眼,,呜……我不是故意的……,,,,,,,,,,
,274,,空,,,,,,教堂钟声,,,,,,,,
,275,,夏伦,夏伦-学生-惊讶,,,糟糕，已经这个时间了，该去教室了。,,,,,,,,,,
,276,,姜韶平,空,姜韶平-学生-尴尬,,等等，书还没……,,,,,,,,,,
,277,,旁白,,,,顾不上类别和顺序，你胡乱把书塞回书架上的缝隙里。,,,音效淡出,,,,,,,
,278,,姜韶平,,,,这样会不会有点……,,,,,,,,,,
,279,,夏伦,夏伦-学生-坏笑,,,迟到了可是会被Sister罚抄经文的。,,,,,,,,,,
,280,,姜韶平,空,姜韶平-学生-惊讶,,等、等我一下——,,,,,,,,,,
,281,,旁白,,空,,你们一前一后跑出图书馆，刚回来的管理员在身后喊着不要奔跑。,,小跑,,,,,,,,
,282,,,,,,太有意思了。,,,,,,,,,,
,283,,,,,,你头一回对一个人产生如此大的好奇心。,,,,,,,,,,
,284,,,,,,你决定了，你要和她成为朋友。,,,,,,,,,,
