标志（#为普通文本，&为选项文本）,ID,场景,人名,头像框,立绘,演出,内容,跳转,音效,备注,影响数值,影响量,启动事件,需要数值,需求量,时间,音乐
,61,,,,,,你在她期待的目光下往餐纸上写下号码。,,,,,,,,,,
,62,,姜韶平,姜韶平-默认,,,好啦，给你。不过我也不确定之后的排班。,,,,,,,,,,
,63,,造型前卫的女孩,空,,,嘿嘿，谢谢姐姐~我会提前问你的！,67,,,,,,,,,
,64,,姜韶平,姜韶平-苦恼,,,抱歉，我没有Call机。,,,,被海心发现,89,,,,,
,65,,,,,,我也不确定什么时候会再来。,,,,,,,,,,
,66,,旁白,空,,,她看起来有些失望。,,,,,,,,,,
,67,,空,,空,黑屏,,,,无刷屏转场+音乐淡出,,,,,,,
,68,,旁白,,,空,来点酒水的顾客逐渐变少，你瞟了眼墙上的钟，已经快到演出的时间了。,,,,,,,,,,
,69,,,,,,既然一直没能等到海心，恐怕也只能先在舞台上见她了。,,,,,,,,,,
,70,场景-舞池,,,,,做完最后一位客人的点单，你擅离职守，偷偷来到演出区。,,,刷屏转场,,,,,,,
,71,,,,,,舞池里已经挤满了人，前排的人都举起手跟随音乐摇动，你站在最后排，使劲踮起脚才能看到舞台上的人。,,,,,,,,,,
,72,,姜韶平,姜韶平-认命,,,（好多人啊，看不太清舞台……）,,,,,,,,,,
,73,,,姜韶平-惊讶,,,！,,,音乐渐入,,,,,,,乐器赛车
,74,,旁白,空,,,——是海心和她的乐队。,,,,,,,,,,
,75,,,,空,CG-海心乐队演出,你听出那是一首摇滚名曲。,,,CG渐入+镜头偏移焦点0+镜头滑动特写100,,,,,,,
,76,,,,,,现场的鼓声震耳欲聋，每个乐手都在即兴Solo似地拼命加花，争夺着对曲子的主导权。,,,,,,,,,,
,77,,,,,,台上像在进行着一场声音的战争。,,,,,,,,,,
,78,,,,,,激烈的对抗听得人心生焦躁，却一步步将观众的情绪推向高峰。,,,,,,,,,,
,79,,,,,,此时，一道高度失真的吉他声像利刃般割开了交战中的音符。,,,,,,,,,,吉他张力压众人
,80,,,,,,它狂放、疾驰、不羁，让其他器乐不得不放弃对抗，拼命追赶吉他的节奏。,,,镜头偏移50+镜头滑动特写0,,,,,,,
,81,,,,,,等你回过神来时，整首曲子已经落入了海心的掌控中。,,,,,,,,,,
,82,,,,,,空气里混杂着香水和酒精的气味，人群像浪般攒动，自顾自地欢呼、尖叫。,,,,,,,,,,
,83,,,,,,这不是你第一次看海心的演出，但她在台上爆发出的和平日截然不同的能量还是令你惊叹。,,,,,,,,,,
,84,,,,,,那是和你所熟知的舞台艺术截然不同却又同样迷人的演出形式。,,,,,,,,,,
,85,,,,,,你总是会被现场的演出感染。,,,,,,,,,,
,86,,观众,,,,耶——！！,,观众尖叫,音量渐入减小,,,,,,,
,87,,姜韶平,,,,呜呼——！,,,,,,,,,,
&,88,,,,,,,90,,,,,,海心吃醋,88,,
&,89,,,,,,,105,,,,,,被海心发现,89,,
#,90,场景-舞池,造型前卫的女孩,,,空,啊——！姐姐，你——也——来——了！,,,CG渐出,,,,,,,
,91,,旁白,,,,原来一直在你身边喊叫的就是刚才那位找你要号码的女孩。,,,,,,,,,,
,92,,姜韶平,,,,嗨——,,,,,,,,,,
,93,,造型前卫的女孩,,,,你——也——喜欢——吗？,,,,,,,,,,
,94,,姜韶平,,,,你说什么——？,,,,,,,,,,
,95,,旁白,,,,音量实在太大，你不得不把耳朵凑得很近。,,,,,,,,,,
,96,,造型前卫的女孩,,,,我说——你——也——喜欢——那个吉他手吗！,,,,,,,,,,
,97,,旁白,,,,她也将耳朵凑近你。,,,,,,,,,,
,98,,姜韶平,,,,是——,,,,,,,,,,
,99,,,,,,是——啊——,,,,,,,,,,
,100,,,,,,是——啊——她真的——很棒——,,,,,,,,,,
,101,,旁白,,,,<i>滋——！！</i>,,吉他啸叫,,,,,,,,
,102,,,,,,舞台上忽然爆发出一声尖利的不和谐音，但很快又被不断滚动的乐器声盖过。,,,,,,,,,,
,103,,,,,,……？,,,,,,,,,,
,104,,,,,,你起抬头，确信有一瞬间和台上那位吉他手对视了，但对方像没意识到似地将视线滑走了。,110,,,,,,,,,
,105,,,,,,间奏来了，观众们的热情带动了你，你也下意识跟着喊了出来。,,,,,,,,,,
,106,,姜韶平,,,,海——心——！！,,,,,,,,,,
,107,,旁白,,,,喊出口的那瞬间，你就后悔了。,,,,,,,,,,
,108,,,,,,不知是你的音调太高，还是用力过猛，原本正专注演奏的吉他手忽然将目光对准了你——你们就这样毫无征兆地对视了。,,,,,,,,,,
,109,,,,,,对方似乎茫然了一秒，又生硬地将视线移走了,110,,,,,,,,,
,110,,,,,,进入B Part，尽管现场的音响效果并不好，你还是能听出吉他的旋律起了些变化。,,,,,,,,,,
,111,,,,,,现在的吉他手似乎有些心烦意乱。,,,,,,,,,,
,112,,姜韶平,,,,（海心今天是……状态不好吗？）,,,,,,,,,,
,113,,旁白,,,,几首翻唱曲后，最后一首是海心的自创曲，没有歌词演唱，是一首你没听过的新曲。,,,音乐淡出,,,,,,,
,114,,,,,,不少观众开始陆续往外走，准备在中场休息期间享用酒水。,,,,,,,,,,
,115,,,,,,你很想留下来听海心弹完最后一曲，但已经有客人在吧台等待了，你不得不跟随人流回到吧台。,,,,,,,,,,
,116,,,,,,临走前，你回头看了眼，海心似乎依旧沉浸在演奏中。,,,,,,,,,,
,117,,,,,,你松了口气。,,,,,,,,,,
,118,,空,,空,黑屏,,,,无刷屏转场,,,,,,,
,119,场景-野狼音乐吧,旁白,,,空,中场休息过后，别的乐队会继续演出到深夜，随后DJ会接管舞池，客人可以继续蹦迪至天明。,,,音乐渐入,,,,,,,不安分贝斯-Patreon Challenge 03
,120,,,,,,表演完的乐手回到大堂，靠在吧台边污言秽语地开始闲聊，听得人直皱眉。,,,,,,,,,,
,121,,键盘手,,键盘手-吐槽,空,丢，她疯了吧，冲那么快。,,,正立绘渐入,,,,,,,
,122,,,,,,丢，她疯了吧，冲那么快。干脆自己Solo算了，我们都是陪衬。,,,,,,,,,,
,123,,鼓手,,键盘手-吐槽+鼓手-坏笑,,还不是你先挑事想争主导。,,,正立绘移左+新立绘右渐入,,,,,,,
,124,,,,,,这下知道为啥那么多乐队都没人压得住她了吧。,,,,,,,,,,
,125,,,,,,下台没揍你算你运气好，咯咯。,,,,,,,,,,
,126,,键盘手,,键盘手-吐槽+鼓手-坏笑,,你们不也干了？,,,,,,,,,,
,127,,,,,,而且那人就是该揍啊，说阿海是***喔，嘴贱得没边了，是我我也揍。,,,,,,,,,,
,128,,,,键盘手-默认+鼓手-坏笑,,算了不聊这个了，老板，给我来杯——,,,,,,,,,,
,129,,,,,,嗯？,,,,,,,,,,
,130,,旁白,,,,其中一人忽然注意到你。,,,,,,,,,,
,131,,键盘手,,键盘手-惊讶+鼓手-默认,,欸——靓女，你是不是、是不是那个……,,,,,,,,,,
,132,,,,,,欸——靓女，你是不是、是不是那个……阿海的那个姐姐来着？,,,,,,,,,,
,133,,鼓手,,键盘手-惊讶+鼓手-坏笑,,咩鬼姐啦，是老板，她在外面的老板！,,,,,,,,,,
,134,,旁白,,,,你才注意到面前这两位是刚才和海心一起表演的乐手，又是生面孔。,,,,,,,,,,
,135,,姜韶平,姜韶平-平淡,,,海心她出来了吗？,,,,,,,,,,
,136,,键盘手,空,键盘手-默认+鼓手-默认,,谁知。,,,,,,,,,,
,137,,,,键盘手-惊讶+鼓手-默认,,你为什么会在这调酒啊？,,,,,,,,,,
,138,,鼓手,,键盘手-惊讶+鼓手-坏笑,,话说我一直想问，阿海真跟着你做戏曲去了？,,,,,,,,,,
,139,,,,,,话说我一直想问，阿海真跟着你做戏曲去了？那个阿海？她做成啥样啊？,,,,,,,,,,
,140,,键盘手,,键盘手-吐槽+鼓手-坏笑,,我阿嬷才看戏曲咧……,,,,,,,,,,
,141,,旁白,,,,两人处处不掩饰的冒犯实在是有点恼人。,,,,,,,,,,
,142,,姜韶平,姜韶平-笑面虎,,,首先，我们做的不是戏曲，是戏剧，回去问问你阿嬷有什么区别吧。,,,,,,,,,,
,143,,,,,,其次，你们的身份证呢？给我看看先。,,,,,,,,,,
,144,,键盘手,空,键盘手-慌乱+鼓手-恼怒,,要、要这干嘛？我们一直都在这演出的。,,,,,,,,,,
,145,,旁白,,,,你笑着指了指身后的牌匾——《恕不向未成年人供应酒类》。,,,,,,,,,,
,146,,鼓手,空,鼓手-恼怒,,啧……扫兴死，走啦，去7-11买咯。,,,,,,,,,,
,147,,,,鼓手-恼怒吐舌,,呸。,,,,,,,,,,
,148,,旁白,,空,,女孩们对你做了个鬼脸，吵闹着离开了。,,,,,,,,,,
,149,,姜韶平,姜韶平-叹气,,,唉……令人头痛的小孩。,,,,,,,,,,
,150,,,姜韶平-平淡,,,干脆直接去找海心吧。,,,,,,,,,,
,151,,旁白,空,空,,正当你打算擅离岗位去找海心的时候，老板忽然从旁边的一扇门里出来，手里拎着一条灰蓝色的东西。,,开门,音乐淡出,,,,,,,
,152,,老板,,老板-笑,,喏，你要的，给你抓来了。,,,正立绘渐入,,,,,,,
,153,,旁白,,,,她将手里的家伙摁在吧台前的椅子上。,,吧台椅,,,,,,,,
,154,,姜韶平,姜韶平-惊讶,,,………………,,,,,,,,,,
,155,,张海心,空,张海心-无外套-不耐烦-闭眼,,………………,,,正立绘渐入,,,,,,,
,156,,老板,,老板-笑,,这女崽居然打算直接睡了，反常。,,,正立绘渐入,,,,,,,
,157,,,,,,小妹，今天多谢你顶班，可以下班了，你俩聊吧。,,,,,,,,,,
,158,,旁白,,空,,说罢，老板自己进到吧台里开始招呼客人，也不管你们。,,,,,,,,,,
,159,,,,张海心-无外套-不耐烦-闭眼,,海心低着头，沉默不语。,,,正立绘渐入,,,,,,,
,160,,,,,,你一时不知该怎样开口。,,,,,,,,,,
,161,,姜韶平,姜韶平-苦恼,,,那个……海心，你最近还好吗？,,,,,,,,,,
,162,,旁白,空,,,舞台那边又响起了激昂的音乐，你们之间的气氛却仍是低迷。,,,,,,,,,,
,163,,姜韶平,姜韶平-苦恼,,,…那天晚上，我忙着处理剧院的事情，出来后就找不到你了，一直很担心。,,,,,,,,,,
,164,,,,,,所以今天想着来看看你。,,,,,,,,,,
,165,,张海心,空,张海心-无外套-不耐烦-闭眼,,我这不是好好的吗。,,,,,,,,,,
,166,,,,张海心-无外套-默认,,倒是那个红……夏伦怎么样了？,,,,,,,,,,
,167,,姜韶平,姜韶平-强颜欢笑,,,……她，没有大碍，需要静养。,,,,,,,,,,
,168,,张海心,空,张海心-无外套-下目,,……嗯。,,,,,,,,,,
,169,,旁白,,,,你忽然意识到海心也许不希望你出现在这里。,,,,,,,,,,
,170,,,,,,这是一个由自诩反叛的青少年组成的圈子，与自己这样代表着某种“陈旧”艺术的人合作，会被认为是“不酷”的。,,,,,,,,,,
,171,,,,,,你叹了口气。,,,,,,,,,,
,172,,姜韶平,姜韶平-苦恼,,,海心……你，在生我的气吗？,,,,,,,,,,
,173,,张海心,空,张海心-无外套-生气-下目,,……没。,,,,,,,,,,
,174,,姜韶平,,,,（看来是了）,,,,,,,,,,
,175,,,姜韶平-苦恼,,,我只是怕那天的事对你造成了伤害，前两天也不得不……,,,,,,,,,,
,176,,,,,,我只是怕那天的事对你造成了伤害，前两天也不得不……也没来得及去找你。,,,,,,,,,,
,177,,张海心,空,张海心-无外套-啧,,……啧。,,,,,,,,,,
,178,,,,,,这话由你来说很奇怪啊。,,,音乐渐入,,,,,,,吉他贝斯依偎
,179,,,,张海心-无外套-赌气-偷瞄,,受到最大伤害的人不是你吗？,,,,,,,,,,
,180,,姜韶平,姜韶平-苦恼,,,……我这边没关系，已经处理完了。,,,,,,,,,,
,181,,,姜韶平-沮丧,,,只是想到整场戏也有很多你的心血。很抱歉没能遵守我们当时的约定。,,,,,,,,,,
,182,,,姜韶平-严肃,,,我一定会想办法让演出重启的。,,,,,,,,,,
,183,,,,,,不过需要你再等等我，好吗？,,,,,,,,,,
,184,,张海心,空,张海心-无外套-苦恼,,…………,,,,,,,,,,
,185,,旁白,,,,她紧绷的肩膀卸了些力。,,,,,,,,,,
,186,,张海心,,张海心-无外套-难为情-侧目,,……我不知道你住哪。,,,,,,,,,,
,187,,姜韶平,姜韶平-疑问,,,嗯？,,,,,,,,,,
,188,,旁白,空,空,,她正了正姿势，两手放在吧台上，手指不安地捏着一个白色的小挂件。,,,,,,,,,,
,189,,,,,,那是你之前送她的。,,,,,,,,,,
,190,,张海心,,张海心-无外套-不耐烦,,那天晚上，我想去找你，但被人拦下赶走了。,,,正立绘渐入,,,,,,,
,191,,,,,,那天晚上，我想去找你，但被人拦下赶走了。我明明也是剧团成员……,,,,,,,,,,
,192,,,,,,我又不知道你住哪，只能干等。,,,,,,,,,,
,193,,,,张海心-无外套-难为情-侧目,,……结果还是变成你来安慰我。,,,,,,,,,,
,194,,旁白,,,,她不自在地挠了挠额头，两只眼睛在遮挡下试探地瞄你。,,,,,,,,,,
,195,,张海心,,,,呃……所以……,,,,,,,,,,
,196,,,,张海心-无外套-难为情-直视-说话,,小平姐，你……还好吗？,,,,,,,,,,
,197,,旁白,,,,什么都喜欢闷在心里的孩子，终于开始笨拙地讲起自己的心事，倒是让你松了一口气。,,,,,,,,,,
,198,,,,,,你本是不想在海心面前露怯的，但她现在的样子实在是让人想捉弄一番。,,,,,,,,,,
,199,,姜韶平,姜韶平-无语,,,老实说，不太好。,,,,,,,,,,
,200,,,,,,一下发生太多乱七八糟的事情，直到现在也还没能完全消化。,,,,,,,,,,
,201,,,姜韶平-装可怜-闭眼,,,而且今天特意来找的人，也好像不太欢迎我的样子……,,,,,,,,,,
,202,,旁白,空,,,你佯装愁眉苦脸地摇摇头，惹得面前的人气急了几分。,,,,,,,,,,
,203,,张海心,,张海心-无外套-急了,,！我没有，是你——,,,,,,,,,,
,204,,姜韶平,姜韶平-坏笑,,,是我什么？,,,,,,,,,,
,205,,旁白,空,,,刚刚还激动得差点站起身的人，这时又幽幽地盯着你。,,,,,,,,,,
,206,,张海心,,张海心-无外套-赌气-偷瞄,,……你刚才为什么，一到最后一首就走开了？,,,,,,,,,,
&,207,,,,,,,209,,,,,,海心吃醋,88,,
&,208,,,,,,,213,,,,,,被海心发现,89,,
#,209,,张海心,,张海心-无外套-难为情-侧目,,而且你旁边……,,,,,,,,,,
,210,,旁白,,,,说到这里，她又把头低了回去。,,,,,,,,,,
,211,,,,,,原来她在气这个。,,,,,,,,,,
,212,,旁白,,,,而且看起来她还有别的理由没说出口。,216,,,,,,,,,
,213,,旁白,,张海心-无外套-生气-下目,,说到这里，她又把头低了回去。,,,,,,,,,,
,214,,,,,,原来她在气这个。,,,,,,,,,,
,215,,,,,,你总觉得她还有别的理由没说出口。,216,,,,,,,,,
&,216,,,,,,覆上她的手，道歉。,219,,,,,,,,,
&,217,,,,,,摸摸她的头，安慰。,228,,,,,,,,,
&,218,,,,,,追问别的理由。,236,,,,,,海心吃醋,88,,
#,219,,旁白,,空,CG-小平抚海心手-1,你覆上海心的手背，很凉，她像是被灼烧般颤了一下。,,,CG渐入+镜头偏移焦点3+镜头渐变特写100+正渐出+升格上移,张海心好感度,2,,,,,
,220,,姜韶平,,,,海心，对不起。,,,,,,,,,,
,221,,,,,,那时吧台有客人，虽然是老板让我来顶班的，但毕竟也得做事。,,,,,,,,,,
,222,,,,,,是你的新曲吗？这次没听到确实好可惜……,,,,,,,,,,
,223,,,,,,是你的新曲吗？这次没听到确实好可惜……我一定会再来的。,,,,,,,,,,
,224,,张海心,,,,……,,,,,,,,,,
,225,,,,,CG-小平抚海心手-2,嗯。,,,CG渐入,,,,,,,
,226,,,,,,那，要听吗？,,,,,,,,,,
,227,,姜韶平,,,,现在吗？,255,,,,,,,,,
,228,,旁白,,,CG-小平摸海心头,你抚上她的脑袋，掌心下方传来一阵僵直。,,,CG渐入+镜头偏移焦点5+镜头渐变特写150+升格上移+正渐出,张海心好感度,1,,,,,
,229,,姜韶平,,,,我不是故意的，是那时吧台有客人，我得过去接待。,,,,,,,,,,
,230,,,,,,虽然是老板让我来顶班的，但毕竟也是工作……,,,,,,,,,,
,231,,,,,,是新曲吗？我下次一定来，认真听完。,,,,,,,,,,
,232,,旁白,,空,空,海心侧身从你掌心下抽离，有些不快地整理了下头发。,,,CG渐出,,,,,,,
,233,,张海心,,张海心-无外套-侧目,,……哼。,,,镜头渐变特写0,,,,,,,
,234,,,,张海心-无外套-说话,,那你要听吗？,,,镜头偏移50,,,,,,,
,235,,姜韶平,姜韶平-说话,,,现在吗？,255,,,,,,,,,
,236,,姜韶平,姜韶平-苦恼,,,抱歉，是因为那时有客人，我在这做事，不得不离开。,,,,,,,,,,
,237,,张海心,空,张海心-无外套-侧目,,……哦。,,,,,,,,,,
,238,,姜韶平,姜韶平-疑问-无问号,,,真的只是因为这个生气吗？我记得当时好像……,,,,,,,,,,
,239,,旁白,空,张海心-无外套-难为情-侧目,,她的神情明显有些动摇。,,,,,,,,,,
,240,,张海心,,张海心-无外套-难为情-直视-说话,,你……呃，你认识，当时旁边那个女生吗？,,,,,,,,,,
,241,,旁白,,,,你回忆起了那个找你要号码的女孩。,,,,,,,,,,
,242,,姜韶平,姜韶平-疑问-无问号,,,也算不上认识，她问我要了Call机号码，然后在舞池又遇上了。,,,,,,,,,,
,243,,张海心,空,张海心-无外套-急了,,你给她了？,,,,,,,,,,
,244,,姜韶平,姜韶平-说话,,,嗯…怎么了吗？,,,,,,,,,,
,245,,张海心,空,张海心-无外套-啧,,……反正小心点，她……,,,,,,,,,,
,246,,,,,,……反正小心点，她……到处找人要联系方式。,,,,,,,,,,
,247,,姜韶平,姜韶平-默认,,,是吗？她看上去酷酷的，应该很受欢迎吧。,,,,,,,,,,
,248,,张海心,空,张海心-无外套-急了,,不是这个意思……,,,,,,,,,,
,249,,,,张海心-无外套-呲牙,,不是这个意思……反正你提防着点她！,,,,,,,,,,
,250,,旁白,,,,虽然不懂她在警觉什么，你还是点点头表示明白。,,,,,,,,,,
,251,,姜韶平,姜韶平-默认,,,所以，你的新曲……我还有机会再听吗？,,,,,,,,,,
,252,,张海心,空,张海心-无外套-不耐烦-闭眼,,……哼。,,,,,,,,,,
,253,,,,张海心-无外套-默认,,你现在有空吗？,,,,,,,,,,
,254,,姜韶平,姜韶平-疑问-无问号,,,现在吗？,255,,,,,,,,,
,255,场景-野狼音乐吧,旁白,空,空,空,你环顾了下四周，墙上倒映着音乐舞动的影子，快乐和喧闹是具象化的。,,,CG渐出+音乐淡出,,,,,,,
,256,,,,空,,海心站起身，示意你跟上她。,,吧台椅,镜头偏移50+镜头渐变特写0+升格重置,,,,,,,
,257,,,,空,黑屏,她打开一扇吧台旁的暗门，里面有道狭窄的楼梯，连接着二楼的铁门。,,铁门拉开,黑屏渐入,,,,,,,
,258,,,,,,进了门，是户两居室的公寓。,,铁门关闭,,,,,,,,
,259,,,,,,进了门，是户两居室的公寓。屋内意外的朴素，几乎没有任何装饰，看来老板的装修品味全都用在了一楼的吧里。,,,音效淡出,,,,,,,
,260,场景-张海心的房间,空,空,,空,,,,场景弹窗,,,,,,,
,261,,,,空,,海心带你进到她的房间，脚下仍能感受到声波的振动，难怪海心平时看上去总是有些困倦。,,,黑屏渐出+场景渐入,,,,,,,
,262,,姜韶平,姜韶平-苦恼,,空,这对长身体不好吧……,,,升格重置+镜头偏移50+镜头渐变特写0,,,,,,,
,263,,张海心,空,,,？,,,,,,,,,,
,264,,姜韶平,姜韶平-紧张,,,呃，我是说，你的房间挺温馨的。,,,,,,,,,,
,265,,旁白,空,,,海心吊诡地看了你一眼——房间里除了一张床，一套桌椅，以及墙上贴着的披头士海报外，就只剩堆满的乐器了。,,,,,,,,,,
,266,,张海心,,张海心-无外套-侧目,,…这里原本是老板放乐器的杂物间。,,,正立绘渐入,,,,,,,
,267,,姜韶平,姜韶平-紧张,,,……很有艺术气息。,,,,,,,,,,
,268,,旁白,空,,,她东翻西找，从床底掏出个坐垫，拍了拍灰，示意你坐在床边。,,,,,,,,,,
,269,,,,,,随后她从墙上取下把木吉他，自己坐上床。,,,,,,,,,,
,270,,张海心,,,,……这里没音响。,,,,,,,,,,
,271,,旁白,,,,乐手似乎有些紧张，纤细的手指轻柔地在弦上划过。,,吉他拨弦,,,,,,,,
,272,,,,,,她轻声吸了口气。,,,,,,,,,,
,273,,空,,,CG-房间里的吉他乐,,,,CG渐入,,,,,,,
,274,,旁白,,空,,木吉他清脆的声音从她指尖下流出，汇成一首比你预想中要舒缓的曲子。,,,音乐渐入,,,,,,,吉他独奏
,275,,,,,,少了激烈的鼓、肥厚的贝斯、尖啸的效果器，剩下的声音简单而纯净，你逐渐忘记了楼下持续的声响。,,,,,,,,,,
,276,,,,,,音符轻快地诞生，自由地流转，最后消散在空气中，留下伤感的余韵。,,,,,,,,,,
,277,,,,,,你忽然想到，也许这个时候的音乐才是最贴近演奏者本人的。,,,,,,,,,,
,278,,,,,,像这样一对一地演奏、倾听，已成为你们之间的默契。,,,,,,,,,,
,279,,,,,,就像你当初第一次在公园里听到海心的歌那样。,,,,,,,,,,
,280,,张海心,,张海心-无外套-说话,空,呼……,,,CG渐出+正立绘渐入+音乐淡出,,,,,,,
,281,,旁白,,,空,曲毕，她又接着从头弹了一个小节。,,,,,,,,,,
,282,,姜韶平,姜韶平-欣慰,,,好棒的曲子…让人平静。,,,,,,,,,,
,283,,,,,,有点好奇它在乐队配置下又会是怎样的听感了。,,,,,,,,,,
,284,,张海心,空,张海心-无外套-微微笑,,嗯，我都喜欢。,,,,,,,,,,
,285,,姜韶平,姜韶平-欣慰,,,不愧是海心，怎样的风格都能驾驭。,,,,,,,,,,
,286,,旁白,空,空,,光从外表可能难以想象，海心几乎对所有类型的音乐来者不拒。,,,,,,,,,,
,287,,,,,,音乐于她的生命而言就像食物和水。,,,,,,,,,,
,288,,,,,,她的音乐从不固守某种流派，硬摇、朋克、迷幻、民谣、甚至古典……,,,,,,,,,,
